0.027230, 0.576220, 0.000000
0.014480, 0.558390, 0.000000
0.011980, 0.575660, 0.000000
0.014480, 0.558390, 0.000000
0.027230, 0.576220, 0.000000
0.031640, 0.553540, 0.000000
0.059960, 0.568720, 0.000000
0.027230, 0.576220, 0.000000
0.057610, 0.535680, 0.000000
0.074920, 0.538500, 0.000000
0.075460, 0.568050, 0.000000
0.070660, 0.515300, 0.000000
0.091300, 0.541660, 0.000000
0.091050, 0.568630, 0.000000
0.091300, 0.541660, 0.000000
0.086260, 0.512250, 0.000000
0.091300, 0.541660, 0.000000
0.074630, 0.499750, 0.000000
0.098700, 0.545540, 0.000000
0.091300, 0.541660, 0.000000
0.097580, 0.568810, 0.000000
0.107140, 0.516530, 0.000000
0.091300, 0.541660, 0.000000
0.086320, 0.498480, 0.000000
0.075260, 0.484320, 0.000000
0.091300, 0.541660, 0.000000
0.103010, 0.507970, 0.000000
0.103010, 0.507970, 0.000000
0.091300, 0.541660, 0.000000
0.107140, 0.516530, 0.000000
0.103010, 0.507970, 0.000000
0.096790, 0.470660, 0.000000
0.103010, 0.507970, 0.000000
0.098130, 0.497360, 0.000000
0.113720, 0.482230, 0.000000
0.101550, 0.463910, 0.000000
0.108060, 0.494180, 0.000000
0.086320, 0.498480, 0.000000
0.113720, 0.482230, 0.000000
0.103010, 0.507970, 0.000000
0.123630, 0.490070, 0.000000
0.113720, 0.482230, 0.000000
0.116640, 0.507370, 0.000000
0.103010, 0.507970, 0.000000
0.123630, 0.490070, 0.000000
0.103010, 0.507970, 0.000000
0.107140, 0.516530, 0.000000
0.107140, 0.516530, 0.000000
0.117390, 0.515000, 0.000000
0.126260, 0.517530, 0.000000
0.117390, 0.515000, 0.000000
0.131750, 0.508950, 0.000000
0.123630, 0.490070, 0.000000
0.158020, 0.486330, 0.000000
0.123630, 0.490070, 0.000000
0.140390, 0.525320, 0.000000
0.130890, 0.532000, 0.000000
0.163450, 0.504840, 0.000000
0.172490, 0.485960, 0.000000
0.150050, 0.544590, 0.000000
0.135990, 0.549130, 0.000000
0.166810, 0.522560, 0.000000
